web_scraper_order,web_scraper_start_url,pagination,price,brand_name,product_name,image,item_page_title,item_page_link,data,data_1,Product_Name,product_image_url,size_availability,text_5,product_description
1771968751-69,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €97.52,Alex Mill,Leah Top In Stripes,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amill/amill30637247af/amill30637247af_1745953221297_2-0._QL90_UX1128_.jpg,Alex MillLeah Top In StripesPrevious Price €97.52Sale Price €19.50,https://www.shopbop.com/leah-top-stripes-alex-mill/vp/v=1/1529281354.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2066309918&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_32,Alex Mill,Leah Top In Stripes,Alex MillLeah Top In Stripes,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/amill/amill30637247af/amill30637247af_1745953221297_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 20.75in / 53.0cm, from shoulderAlex Mill Size Guide","Fabric: Lightweight, non-stretch weave

Striped pattern

Square neckline

Button placket

Shell: 100% cotton

Wash cold

Imported, China

Sleeveless"
1771968755-70,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €479.10,Kika Vargas,Nola Dress Yellow Garden,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg30185172fb/kvarg30185172fb_1745616176202_2-0._QL90_UX1128_.jpg,Designer BoutiqueKika VargasNola Dress Yellow GardenPrevious Price €479.10Sale Price €95.82,https://www.shopbop.com/nola-dress-yellow-garden-kika/vp/v=1/1542939887.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2077346917&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_31,Kika Vargas,Nola Dress Yellow Garden,Kika VargasNola Dress Yellow Garden,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/kvarg/kvarg30185172fb/kvarg30185172fb_1745616176202_2-0._QL90_UX1128_.jpg,,"Stretch cotton fabric has a smooth feel.Shopbop’s expert stylist says: Runs large; designed with a loose silhouette. For a slimmer fit, size downModel measurements:
Size 0: Brianna (5'9"") usually wears size 0View all model measurementsMeasurements from size 2
Length: 31in / 79.0cm, from shoulderSize Conversions","Fabric: Mid-weight stretch weave

Floral print

Tie at bust

Mini length

V neck

Hidden zip at side

On-seam side pockets

Shell: 97% cotton/3% elastane

Unlined

Dry clean

Imported, Colombia

Flutter sleeves"
1771968760-71,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €190.79,IRO,Kida Bodysuit,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/irooo/irooo421621c925/irooo421621c925_1750960690858_2-0._QL90_UX1128_.jpg,IROKida BodysuitPrevious Price €190.79Sale Price €38.16,https://www.shopbop.com/kida-iro/vp/v=1/1510395634.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2059913457&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_30,IRO,Kida Bodysuit,IROKida Bodysuit,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/irooo/irooo421621c925/irooo421621c925_1750960690858_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Malena (5'8.5"") usually wears size XS-SView all model measurementsSize Guide","Fabric: Lightweight, super-stretch ribbed knit

One-shoulder neckline

Sleeveless

Full panty and snap gusset

Shell: 86% viscose/12% polyamide/2% elastane

Hand wash

Imported, China"
1771968765-72,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €133.98,Cleobella,Sebastian Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cleob/cleob40639247ef/cleob40639247ef_1741886398341_2-0._QL90_UX1128_.jpg,ExclusiveCleobellaSebastian ShortsPrevious Price €133.98Sale Price €33.49,https://www.shopbop.com/sebastian-short-cleobella/vp/v=1/1560050688.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2078715902&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_29,Cleobella,Sebastian Shorts,CleobellaSebastian Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cleob/cleob40639247ef/cleob40639247ef_1741886398341_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Lola (5'8"") usually wears size SView all model measurementsMeasurements from size S
Rise: 12.5in / 32cm
Inseam: 3.25in / 8cmSize Conversions","Fabric: Lightweight, non-stretch weave

Cleobella is part of The Climate Pledge, a commitment to reaching net-zero carbon emissions by 2040

Paisley print

Pleated front

Hook-and-eye closures at waist, zip fly

Slant hip pockets and welt back pockets

Shell: 70% cotton/30% linen

Dry clean

Imported, India"
1771968769-73,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €142.46,Cleobella,Selene Blouse,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cleob/cleob40640247ef/cleob40640247ef_1741796004647_2-0._QL90_UX1128_.jpg,ExclusiveCleobellaSelene BlousePrevious Price €142.46Sale Price €28.49,https://www.shopbop.com/selene-blouse-cleobella/vp/v=1/1529013429.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2021572479&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EC_28,Cleobella,Selene Blouse,CleobellaSelene Blouse,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/cleob/cleob40640247ef/cleob40640247ef_1741796004647_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size S: Lola (5'8"") usually wears size SView all model measurementsMeasurements from size S
Length: 20.75in / 53.0cm, from shoulderCleobella Size Guide","Fabric: Lightweight, non-stretch weave

Cleobella is part of The Climate Pledge, a commitment to reaching net-zero carbon emissions by 2040

Paisley print

Collared neck

Button placket

Shell: 70% cotton/30% linen

Dry clean

Imported, India

Cap sleeves"
1771968774-74,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €160.26,MIKOH,Giulia Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mikoh/mikoh2093713595/mikoh2093713595_1740774371185_2-0._QL90_UX1128_.jpg,MIKOHGiulia DressPrevious Price €160.26Sale Price €32.05,https://www.shopbop.com/giulia-mikoh/vp/v=1/1580802073.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2096582789&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_27,MIKOH,Giulia Dress,MIKOHGiulia Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mikoh/mikoh2093713595/mikoh2093713595_1740774371185_2-0._QL90_UX1128_.jpg,"1

2

3","Features a loose, mini-length silhouette. Cotton fabric is mid-weight and offers no stretch.Shopbop’s expert stylist says: Runs large; designed for an oversized fit. For a closer fit, size downModel measurements:
Size 1: Bo (5'10.5"") usually wears size 0-1View all model measurementsMeasurements from size 1MIKOH Size Guide","Fabric: Mid-weight, non-stretch weave

Mini length

Square neckline

Hook-and-eye and hidden zip at side

On-seam side pockets

Shell: 100% cotton

Hand wash

Imported, Indonesia

Adjustable tie shoulder straps"
1771968778-75,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €122.95,ALIGNE,Whim Denim Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align30122102ca/align30122102ca_1747167049326_2-0._QL90_UX1128_.jpg,ALIGNEWhim Denim TopPrevious Price €122.95Sale Price €24.59,https://www.shopbop.com/whim-denim-top-aligne/vp/v=1/1586768019.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2019082771&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_26,ALIGNE,Whim Denim Top,ALIGNEWhim Denim Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align30122102ca/align30122102ca_1747167049326_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 2: Sophie (5'9"") usually wears size 2View all model measurementsMeasurements from size 2
Length: 23.5in / 60.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch denim

Contrast stitching

Collared neck

Two-way zip closure

Shell: 100% cotton

Wash warm

Imported, Turkey

Sleeveless"
1771968787-76,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €271.35,SIR.,Carlotta Scarf Cami,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sirrr/sirrr3012613248/sirrr3012613248_1750789774314_2-0._QL90_UX1128_.jpg,SIR.Carlotta Scarf CamiPrevious Price €271.35Sale Price €54.27,https://www.shopbop.com/carlotta-scarf-cami-sir/vp/v=1/1533226369.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2072149276&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_25,SIR.,Carlotta Scarf Cami,SIR.Carlotta Scarf Cami,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sirrr/sirrr3012613248/sirrr3012613248_1750789774314_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Eyshila (5'10"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 14.5in / 37.0cmSize Conversions","Fabric: Mid-weight, non-stretch linen weave

Optional interior bra with elastic strap and hook-and-eye closures

Halter neckline

Sleeveless

Ties at back

Shell: 100% linen

Lined

Lining: 100% cotton

Dry clean

Imported, China"
1771968792-77,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,"Previous Price €1,187.14",Peter Do,Jude Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ptrdo/ptrdo3001828316/ptrdo3001828316_1750284792148_2-0._QL90_UX1128_.jpg,"Designer BoutiquePeter DoJude SkirtPrevious Price €1,187.14Sale Price €237.43",https://www.shopbop.com/jude-skirt-peter-do/vp/v=1/1573538491.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2004845757&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_24,Peter Do,Jude Skirt,Peter DoJude Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ptrdo/ptrdo3001828316/ptrdo3001828316_1750284792148_2-0._QL90_UX1128_.jpg,,"Model measurements:Size 34: Drew (5'8"") usually wears size 32-34Size 34: Eyshila (5'10"") usually wears size 32View all model measurementsMeasurements from size 36
Length: 39.25in / 100.0cmSize Conversions","Fabric: Lightweight stretch suiting

Pleated waist

Adjustable strap and slit at back

Cuffed hem

Hook-and-eye closures at waist, zip fly

Slant hip pockets and welt back pockets

Shell: 69% virgin wool/29% polyamide/2% lycra spandex

Unlined

Dry clean

Made in the USA"
1771968797-78,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €843.72,Peter Do,Patti Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ptrdo/ptrdo3001628316/ptrdo3001628316_1751989494045_2-0._QL90_UX1128_.jpg,Designer BoutiquePeter DoPatti VestPrevious Price €843.72Sale Price €168.74,https://www.shopbop.com/patti-vest-peter-do/vp/v=1/1529123765.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2016841001&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_23,Peter Do,Patti Vest,Peter DoPatti Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ptrdo/ptrdo3001628316/ptrdo3001628316_1751989494045_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 36: Giselle (5'10"") usually wears size 32View all model measurementsMeasurements from size 36
Length: 25.25in / 64.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch satin weave

Contrast stripe pattern

Crossover open back

Composed of LYCRA and virgin wool

V-neck

Sleeveless

Button placket

Ties at back

Welt front pockets

Shell: 69% wool/29% polyamide/2% spandex

Trim: 100% viscose

Lined

Dry clean

Made in the USA"
1771968802-79,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €271.35,Significant Other,Nida Maxi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sothe/sothe301611a530/sothe301611a530_1752077790019_2-0._QL90_UX1128_.jpg,Significant OtherNida Maxi DressPrevious Price €271.35Sale Price €54.27,https://www.shopbop.com/nida-maxi-dress-significant-other/vp/v=1/1579530742.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2051385343&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_22,Significant Other,Nida Maxi Dress,Significant OtherNida Maxi Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/sothe/sothe301611a530/sothe301611a530_1752077790019_2-0._QL90_UX1128_.jpg,,"Features a slim fit and a maxi length. Lightweight weave offers stretch. Skin-toned undergarments are recommended due to the sheerness of the fabric.Shopbop’s expert stylist says: Runs true to size. Those between sizes should size upModel measurements:
Size 2: Cher (5'11"") usually wears size 0View all model measurementsMeasurements from size 2
Length: 54.25in / 138.0cm, from shoulderSignificant Other Size Guide","Fabric: Lightweight, non-stretch crinkled weave

Sheer mesh layer

Front slit

Twisted design at bodice and waist

Maxi length

Crew neck

Sleeveless

Hidden zip at back

Shell: 100% polyester

Trim: 87% nylon/13% elastane

Wash cold

Imported, China"
1771968806-80,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €55.12,Bailey Rose,Strapless Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3004511531/baros3004511531_1749764356903_2-0._QL90_UX1128_.jpg,Bailey RoseStrapless TopPrevious Price €55.12Sale Price €11.02,https://www.shopbop.com/brw3720-strapless-top-bailey-rose/vp/v=1/1580422524.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2009474396&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_21,Bailey Rose,Strapless Top,Bailey RoseStrapless Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/baros/baros3004511531/baros3004511531_1749764356903_2-0._QL90_UX1128_.jpg,"XS

S

M

L","Model measurements:
Size S: Abigael (5'10"") usually wears size SView all model measurementsMeasurements from size S
Length: 13.5in / 34.0cm, from center backBailey Rose Size Guide","Fabric: Lightweight knit

Ribbed bust

Drawstring at top hem

Strapless

Shell: 55% polyester/24% acrylic/21% nylon

Hand wash

Imported, China"
1771968810-81,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €89.04,ALIGNE,Hadley Linen Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align300951071b/align300951071b_1743541020093_2-0._QL90_UX1128_.jpg,ALIGNEHadley Linen Mini SkirtPrevious Price €89.04Sale Price €17.81,https://www.shopbop.com/hadley-linen-mini-skirt-aligne/vp/v=1/1512866604.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2053745151&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_20,ALIGNE,Hadley Linen Mini Skirt,ALIGNEHadley Linen Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/align/align300951071b/align300951071b_1743541020093_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Brianna (5'9"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 14.25in / 36.0cmALIGNE Size Guide","Fabric: Lightweight, non-stretch linen weave

Hidden zip at back

On-seam side pockets

Shell: 52% linen/24% cotton/24% viscose

Lined

Wash cold

Imported, Romania"
1771968814-82,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €142.46,RESA,Mackie Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa30048102ca/resaa30048102ca_1742406742014_2-0._QL90_UX1128_.jpg,RESAMackie Mini DressPrevious Price €142.46Sale Price €28.49,https://www.shopbop.com/makie-mini-resa/vp/v=1/1514748359.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2093850680&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_19,RESA,Mackie Mini Dress,RESAMackie Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/resaa/resaa30048102ca/resaa30048102ca_1742406742014_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 25.5in / 65.0cm, from center backRESA Size Guide","Fabric: Lightweight, non-stretch linen weave

Basque waist

Mini length

Strapless

No closure, pull-on design

On-seam side pockets

Shell: 100% linen

Trim: 96% polyester/4% spandex

Lined

Wash cold

Made in the USA"
1771968818-83,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €144.15,VRG GRL,Coco Knit Natural Miniskirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr3005911611/vrggr3005911611_1750446730218_2-0._QL90_UX1128_.jpg,VRG GRLCoco Knit Natural MiniskirtPrevious Price €144.15Sale Price €28.83,https://www.shopbop.com/coco-knit-mini-skirt-natural/vp/v=1/1558165289.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2018665931&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_18,VRG GRL,Coco Knit Natural Miniskirt,VRG GRLCoco Knit Natural Miniskirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vrggr/vrggr3005911611/vrggr3005911611_1750446730218_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Drew (5'8"") usually wears size XS-SView all model measurementsMeasurements from size XS
Length: 15in / 38.0cmVRG GRL Size Guide","Fabric: Lightweight loose knit with stretch

Macrame and beaded trim at hem

Covered elastic waistband

Shell: 100% acrylic

Unlined

Hand wash

Imported, China"
1771968822-84,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €109.39,Madison the Label,Harley Bubble Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab300161138b/mtlab300161138b_1744293969148_2-0._QL90_UX1128_.jpg,Madison the LabelHarley Bubble DressPrevious Price €109.39Sale Price €21.88,https://www.shopbop.com/harley-bubble-dress-madison-label/vp/v=1/1521044786.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2000370585&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_17,Madison the Label,Harley Bubble Dress,Madison the LabelHarley Bubble Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/mtlab/mtlab300161138b/mtlab300161138b_1744293969148_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Mical (5'10"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 31in / 79.0cm, from shoulderMadison the Label Size Guide","Fabric: Lightweight, non-stretch twill

Bubble hem

Built-in shorts lining

Double-layered jersey bodice

Mini length

Scoop neck

No closure, pull-on design

Shell: 60% polyester/40% viscose

Trim: 92% rayon/8% elastane

Partially lined

Lining: 97% polyester/3% elastane

Hand wash

Imported, China

Sleeveless"
